conta_id,trimestre,segmento,regiao,am_id,receita_brl,pedidos,linhas_produto_ativas,valor_medio_pedido_brl,recencia_dias,devolucoes_brl,desconto_medio_pct,oportunidades_abertas,oportunidades_perdidas,valor_pipeline_brl,visitas_registradas,interacoes_crm,troca_de_am_no_trimestre,status_conta,taxonomia_mix
ACC-00441,2025Q1,Medio,Brasil,AM-43,532407.63,7,2,76058.23,20,-7817.1,10.48,3,1,284067.91,3.0,20.0,0,Ativa,pos_2023
ACC-00441,2025Q2,Medio,Brasil,AM-43,613342.24,8,2,76667.78,36,-5090.65,11.87,4,2,207916.44,7.0,17.0,0,Ativa,pos_2023
ACC-00441,2025Q3,Medio,Brasil,AM-43,666524.63,7,2,95217.8,29,-11344.44,5.36,2,1,415800.01,8.0,13.0,0,Ativa,pos_2023
ACC-00441,2025Q4,Medio,Brasil,AM-43,755665.49,7,3,107952.21,10,-7417.42,5.42,2,1,475907.55,4.0,22.0,0,Ativa,pos_2023
ACC-00609,2022Q3,Medio,Mexico & Norte LATAM,AM-13,233159.42,6,3,38859.9,4,-4196.79,7.66,3,0,88850.1,,,0,Ativa,pre_2023
ACC-00609,2022Q4,Medio,Mexico & Norte LATAM,AM-13,224834.06,7,3,32119.15,25,-2262.93,3.73,4,1,70938.46,,,0,Ativa,pre_2023
ACC-00609,2023Q1,Medio,Mexico & Norte LATAM,AM-13,235022.05,7,5,33574.58,14,-638.31,7.33,2,1,136955.16,,,0,Ativa,pos_2023
ACC-00609,2023Q2,Medio,Mexico & Norte LATAM,AM-13,220355.73,4,5,55088.93,28,-2071.78,14.31,3,1,91689.41,6.0,13.0,0,Ativa,pos_2023
ACC-00609,2023Q3,Medio,Mexico & Norte LATAM,AM-13,230811.65,6,5,38468.61,15,-249.36,12.92,3,1,56715.19,7.0,24.0,0,Ativa,pos_2023
ACC-00609,2023Q4,Medio,Mexico & Norte LATAM,AM-13,235893.65,6,5,39315.61,6,-7078.75,7.59,3,2,115315.36,3.0,2.0,1,Ativa,pos_2023
ACC-00609,2024Q1,Medio,Mexico & Norte LATAM,AM-13,291671.67,7,5,41667.38,35,-3777.17,3.64,0,0,88400.81,4.0,21.0,0,Ativa,pos_2023
ACC-00609,2024Q2,Medio,Mexico & Norte LATAM,AM-13,193814.46,9,5,21534.94,26,-2824.15,9.08,3,2,22692.14,5.0,12.0,0,Ativa,pos_2023
ACC-00609,2024Q3,Medio,Mexico & Norte LATAM,AM-13,124834.17,9,5,13870.46,35,-493.2,8.82,2,0,55163.06,4.0,11.0,0,Ativa,pos_2023
ACC-00609,2024Q4,Medio,Mexico & Norte LATAM,AM-13,393014.69,7,5,56144.96,18,-8402.46,7.28,4,1,337706.34,5.0,12.0,0,Ativa,pos_2023
ACC-00609,2025Q1,Medio,Mexico & Norte LATAM,AM-13,463096.79,7,5,66156.68,24,-6299.84,7.27,1,0,209700.38,7.0,9.0,0,Ativa,pos_2023
ACC-00609,2025Q2,Medio,Mexico & Norte LATAM,AM-13,545296.46,4,5,136324.12,21,-8474.07,3.62,4,0,287560.62,6.0,15.0,0,Ativa,pos_2023
ACC-00609,2025Q3,Medio,Mexico & Norte LATAM,AM-13,650746.47,6,5,108457.74,32,-16360.01,10.21,6,0,222954.91,8.0,20.0,0,Ativa,pos_2023
ACC-00609,2025Q4,Medio,Mexico & Norte LATAM,AM-13,780680.44,6,5,130113.41,22,-1012.74,9.64,3,1,234432.29,4.0,17.0,0,Ativa,pos_2023
ACC-00588,2022Q3,Medio,Mexico & Norte LATAM,AM-34,157143.12,8,3,19642.89,19,-3423.39,6.33,4,0,49654.71,,,0,Ativa,pre_2023
ACC-00588,2022Q4,Medio,Mexico & Norte LATAM,AM-34,157621.22,8,3,19702.65,18,-212.09,2.42,2,0,101328.24,,,0,Ativa,pre_2023
ACC-00588,2023Q1,Medio,Mexico & Norte LATAM,AM-34,163669.89,7,5,23381.41,36,-2443.59,6.36,2,1,69582.22,,,0,Ativa,pos_2023
ACC-00588,2023Q2,Medio,Mexico & Norte LATAM,AM-34,162477.16,5,5,32495.43,11,-1439.33,6.61,3,1,25291.95,,,0,Ativa,pos_2023
ACC-00588,2023Q3,Medio,Mexico & Norte LATAM,AM-34,169365.19,5,5,33873.04,32,-3214.91,9.99,3,1,42862.54,,,0,Ativa,pos_2023
ACC-00588,2023Q4,Medio,Mexico & Norte LATAM,AM-34,167616.8,7,5,23945.26,14,-4370.29,10.85,4,3,98562.22,,,0,Ativa,pos_2023
ACC-00588,2024Q1,Medio,Mexico & Norte LATAM,AM-34,114696.77,5,5,22939.35,39,-474.38,9.11,2,1,50101.83,,,0,Ativa,pos_2023
ACC-00588,2024Q2,Medio,Mexico & Norte LATAM,AM-34,84776.41,7,5,12110.92,23,-1332.72,5.22,3,2,56983.83,,,0,Ativa,pos_2023
ACC-00588,2024Q3,Medio,Mexico & Norte LATAM,AM-34,98180.2,8,5,12272.52,26,-1557.57,6.66,4,2,59504.71,,,0,Ativa,pos_2023
ACC-00588,2024Q4,Medio,Mexico & Norte LATAM,AM-34,112376.93,7,5,16053.85,7,-1758.09,5.93,2,2,64701.48,,,0,Ativa,pos_2023
ACC-00588,2025Q1,Medio,Mexico & Norte LATAM,AM-34,121540.31,7,5,17362.9,23,-3264.96,3.18,3,1,35286.45,,,0,Ativa,pos_2023
ACC-00588,2025Q2,Medio,Mexico & Norte LATAM,AM-34,132702.84,9,5,14744.76,13,-1125.81,10.17,3,0,56575.8,,,0,Ativa,pos_2023
ACC-00588,2025Q3,Medio,Mexico & Norte LATAM,AM-34,150710.28,9,5,16745.59,20,-1097.97,5.22,3,1,56198.57,,,1,Ativa,pos_2023
ACC-00588,2025Q4,Medio,Mexico & Norte LATAM,AM-34,168620.39,8,5,21077.55,13,-2740.4,7.02,2,1,59982.47,,,0,Ativa,pos_2023
ACC-01142,2022Q3,Medio,Andina & Caribe,AM-02,344485.61,7,3,49212.23,11,-7751.05,12.31,3,0,115860.1,,,0,Ativa,pre_2023
ACC-01142,2022Q4,Medio,Andina & Caribe,AM-02,337727.46,6,3,56287.91,28,-5321.62,8.77,2,0,203335.08,,,0,Ativa,pre_2023
ACC-01142,2023Q1,Medio,Andina & Caribe,AM-02,324883.3,6,5,54147.22,18,-8012.81,8.98,3,1,137351.6,,,0,Ativa,pos_2023
ACC-01142,2023Q2,Medio,Andina & Caribe,AM-02,317887.56,7,5,45412.51,22,-6079.52,8.65,3,1,67043.89,5.0,16.0,0,Ativa,pos_2023
ACC-01142,2023Q3,Medio,Andina & Caribe,AM-02,316416.07,9,5,35157.34,26,-7409.9,13.44,4,1,62866.84,6.0,23.0,0,Ativa,pos_2023
ACC-01142,2023Q4,Medio,Andina & Caribe,AM-02,327729.74,6,5,54621.62,14,-9415.1,10.46,2,0,125447.31,7.0,12.0,0,Ativa,pos_2023
ACC-01142,2024Q1,Medio,Andina & Caribe,AM-02,404036.65,5,5,80807.33,19,-7653.95,10.95,1,0,195241.31,8.0,23.0,0,Ativa,pos_2023
ACC-01142,2024Q2,Medio,Andina & Caribe,AM-02,499463.9,7,5,71351.99,21,-7643.23,8.0,2,1,254540.42,6.0,17.0,0,Ativa,pos_2023
ACC-01142,2024Q3,Medio,Andina & Caribe,AM-02,624848.0,8,4,78106.0,21,-11171.18,6.74,3,1,345517.68,10.0,21.0,0,Ativa,pos_2023
ACC-01142,2024Q4,Medio,Andina & Caribe,AM-02,520591.85,6,3,86765.31,45,-8166.99,5.35,2,0,313219.81,6.0,11.0,0,Ativa,pos_2023
ACC-01142,2025Q1,Medio,Andina & Caribe,AM-02,427023.46,4,2,106755.87,28,-6099.42,6.59,0,0,249394.43,0.0,9.0,0,Ativa,pos_2023
ACC-01142,2025Q2,Medio,Andina & Caribe,AM-02,474356.14,5,2,94871.23,18,-8866.95,5.5,2,0,234277.02,4.0,17.0,0,Ativa,pos_2023
ACC-01142,2025Q3,Medio,Andina & Caribe,AM-02,519245.8,5,2,103849.16,50,-12780.92,11.87,1,0,407755.73,3.0,5.0,0,Ativa,pos_2023
ACC-01142,2025Q4,Medio,Andina & Caribe,AM-02,572032.25,5,2,114406.45,43,-7443.29,6.91,1,0,403622.55,3.0,12.0,0,Ativa,pos_2023
ACC-00953,2022Q3,Medio,Mexico & Norte LATAM,AM-39,337140.21,6,3,56190.03,20,-1596.75,9.36,3,1,146545.68,,,0,Ativa,pre_2023
ACC-00953,2022Q4,Medio,Mexico & Norte LATAM,AM-39,316155.19,7,3,45165.03,24,-2386.52,14.34,3,1,216454.95,,,0,Ativa,pre_2023
ACC-00953,2023Q1,Medio,Mexico & Norte LATAM,AM-39,310807.18,8,5,38850.9,24,-1954.48,4.99,2,2,43140.32,,,0,Ativa,pos_2023
ACC-00953,2023Q2,Medio,Mexico & Norte LATAM,AM-39,313451.26,6,5,52241.88,13,-3943.75,7.78,3,2,102999.23,5.0,23.0,0,Ativa,pos_2023
ACC-00953,2023Q3,Medio,Mexico & Norte LATAM,AM-39,302769.87,7,5,43252.84,10,-4511.49,8.89,0,0,147613.53,5.0,19.0,0,Ativa,pos_2023
ACC-00953,2023Q4,Medio,Mexico & Norte LATAM,AM-39,305241.45,5,5,61048.29,13,-10071.04,9.44,1,1,120709.67,5.0,9.0,0,Ativa,pos_2023
ACC-00953,2024Q1,Medio,Mexico & Norte LATAM,AM-39,392953.44,7,5,56136.21,26,-5210.22,7.01,1,0,79076.21,5.0,16.0,0,Ativa,pos_2023
ACC-00953,2024Q2,Medio,Mexico & Norte LATAM,AM-39,492151.04,8,5,61518.88,29,-11699.13,6.84,2,1,242779.76,5.0,15.0,0,Ativa,pos_2023
ACC-00953,2024Q3,Medio,Mexico & Norte LATAM,AM-39,584459.19,7,5,83494.17,42,-4458.13,9.24,2,1,127457.88,2.0,12.0,0,Ativa,pos_2023
ACC-00953,2024Q4,Medio,Mexico & Norte LATAM,AM-39,743465.85,8,5,92933.23,32,-20938.28,8.22,3,2,156672.29,5.0,18.0,0,Ativa,pos_2023
ACC-00953,2025Q1,Medio,Mexico & Norte LATAM,AM-39,828137.04,7,5,118305.29,26,-3870.42,7.45,3,2,448031.13,5.0,19.0,0,Ativa,pos_2023
ACC-00953,2025Q2,Medio,Mexico & Norte LATAM,AM-39,963614.02,5,5,192722.8,17,-8661.82,1.91,4,2,277661.66,3.0,7.0,0,Ativa,pos_2023
ACC-00953,2025Q3,Medio,Mexico & Norte LATAM,AM-39,1060461.61,8,5,132557.7,27,-18881.2,11.07,0,0,602291.19,2.0,22.0,0,Ativa,pos_2023
ACC-00953,2025Q4,Medio,Mexico & Norte LATAM,AM-39,1178560.19,6,5,196426.7,16,-15159.61,8.42,0,0,547334.47,1.0,20.0,0,Ativa,pos_2023
ACC-00840,2022Q3,Medio,Cono Sur,AM-24,159725.28,9,3,17747.25,17,-2424.42,8.09,3,1,172982.78,,,0,Ativa,pre_2023
ACC-00840,2022Q4,Medio,Cono Sur,AM-24,165892.73,6,3,27648.79,16,-1942.04,5.62,2,1,85190.62,,,0,Ativa,pre_2023
ACC-00840,2023Q1,Medio,Cono Sur,AM-24,172698.99,10,5,17269.9,22,-1144.23,8.04,3,0,56577.69,,,0,Ativa,pos_2023
ACC-00840,2023Q2,Medio,Cono Sur,AM-24,171797.48,9,5,19088.61,37,-798.38,4.8,3,1,40335.02,5.0,21.0,0,Ativa,pos_2023
ACC-00840,2023Q3,Medio,Cono Sur,AM-24,172533.81,7,5,24647.69,33,-3620.4,8.84,4,2,40055.34,4.0,16.0,0,Ativa,pos_2023
ACC-00840,2023Q4,Medio,Cono Sur,AM-24,170084.71,6,5,28347.45,12,-2016.95,12.23,3,0,115584.15,8.0,16.0,0,Ativa,pos_2023
ACC-00840,2024Q1,Medio,Cono Sur,AM-24,194417.69,7,5,27773.96,20,-706.55,4.56,2,2,75532.25,4.0,11.0,0,Ativa,pos_2023
ACC-00840,2024Q2,Medio,Cono Sur,AM-24,137593.59,6,5,22932.26,27,-1702.03,2.88,4,0,61896.25,6.0,18.0,0,Ativa,pos_2023
ACC-00840,2024Q3,Medio,Cono Sur,AM-24,93212.92,8,5,11651.62,25,-530.01,5.82,3,1,24321.56,2.0,11.0,0,Ativa,pos_2023
ACC-00840,2024Q4,Medio,Cono Sur,AM-24,273678.72,7,5,39096.96,28,-3675.54,3.97,2,1,92655.84,9.0,21.0,0,Ativa,pos_2023
ACC-00840,2025Q1,Medio,Cono Sur,AM-24,318437.2,7,5,45491.03,44,-3193.56,9.12,3,1,144321.47,5.0,24.0,0,Ativa,pos_2023
ACC-00840,2025Q2,Medio,Cono Sur,AM-24,375950.94,7,5,53707.28,18,-4598.91,9.15,2,0,149944.19,4.0,7.0,0,Ativa,pos_2023
ACC-00840,2025Q3,Medio,Cono Sur,AM-24,434999.81,6,5,72499.97,17,-10621.2,7.14,1,0,204240.41,3.0,17.0,0,Ativa,pos_2023
ACC-00840,2025Q4,Medio,Cono Sur,AM-24,496418.12,7,5,70916.87,27,-3546.22,9.47,5,1,44233.61,6.0,12.0,0,Ativa,pos_2023
ACC-00894,2022Q3,Medio,Brasil,AM-11,609407.24,6,3,101567.87,30,-9209.19,7.43,2,1,278311.98,,,0,Ativa,pre_2023
ACC-00894,2022Q4,Medio,Brasil,AM-11,669296.48,6,3,111549.41,21,-4371.64,9.91,2,2,117993.62,,,0,Ativa,pre_2023
ACC-00894,2023Q1,Medio,Brasil,AM-11,700960.75,8,5,87620.09,29,-10067.2,7.33,0,0,303997.37,,,0,Ativa,pos_2023
ACC-00894,2023Q2,Medio,Brasil,AM-11,772858.11,7,5,110408.3,18,-8252.87,5.72,0,0,302045.13,1.0,22.0,0,Ativa,pos_2023
ACC-00894,2023Q3,Medio,Brasil,AM-11,848700.94,6,5,141450.16,12,-20242.35,7.65,3,2,323310.8,7.0,14.0,0,Ativa,pos_2023
ACC-00894,2023Q4,Medio,Brasil,AM-11,956625.61,7,5,136660.8,29,-14421.12,7.27,2,1,481131.19,5.0,11.0,0,Ativa,pos_2023
ACC-00894,2024Q1,Medio,Brasil,AM-11,1227686.64,8,5,153460.83,25,-24493.43,2.74,4,2,365170.94,8.0,15.0,0,Ativa,pos_2023
ACC-00894,2024Q2,Medio,Brasil,AM-11,1731988.26,6,5,288664.71,36,-3785.23,4.18,1,1,1264110.84,8.0,11.0,0,Ativa,pos_2023
ACC-00894,2024Q3,Medio,Brasil,AM-11,,9,5,,21,-2653.34,6.27,2,1,761583.32,6.0,16.0,0,Ativa,pos_2023
ACC-00894,2024Q4,Medio,Brasil,AM-11,2790976.06,8,4,348872.01,6,-39795.82,2.84,3,2,487451.71,3.0,11.0,0,Ativa,pos_2023
ACC-00894,2025Q1,Medio,Brasil,AM-11,1769845.4,5,3,353969.08,21,-6869.56,5.73,0,0,363518.62,6.0,8.0,0,Ativa,pos_2023
ACC-00894,2025Q2,Medio,Brasil,AM-11,1069620.28,5,2,213924.06,17,-7766.22,7.36,1,0,968746.23,4.0,10.0,0,Ativa,pos_2023
ACC-00894,2025Q3,Medio,Brasil,AM-11,1259760.66,3,2,419920.22,47,-14495.73,8.02,0,0,553488.71,3.0,8.0,0,Ativa,pos_2023
ACC-00894,2025Q4,Medio,Brasil,AM-11,1486105.24,4,2,371526.31,40,-7738.36,7.77,3,2,565059.54,0.0,12.0,0,Ativa,pos_2023
ACC-00562,2022Q3,Medio,Mexico & Norte LATAM,AM-21,296036.95,6,3,49339.49,16,-597.72,7.84,4,1,192517.67,,,0,Ativa,pre_2023
ACC-00562,2022Q4,Medio,Mexico & Norte LATAM,AM-21,315827.17,6,3,52637.86,33,-5548.51,3.98,3,0,273677.35,,,0,Ativa,pre_2023
ACC-00562,2023Q1,Medio,Mexico & Norte LATAM,AM-21,348975.42,8,5,43621.93,21,-4020.83,5.62,0,0,193625.48,,,0,Ativa,pos_2023
ACC-00562,2023Q2,Medio,Mexico & Norte LATAM,AM-21,400653.65,5,5,80130.73,35,-11018.83,2.18,3,3,180461.42,4.0,15.0,0,Ativa,pos_2023
ACC-00562,2023Q3,Medio,Mexico & Norte LATAM,AM-21,410173.75,5,5,82034.75,26,-6610.19,9.93,4,0,214547.06,8.0,15.0,0,Ativa,pos_2023
ACC-00562,2023Q4,Medio,Mexico & Norte LATAM,AM-21,460975.78,5,5,92195.16,21,-2418.06,3.81,1,0,140647.3,4.0,20.0,0,Ativa,pos_2023
ACC-00562,2024Q1,Medio,Mexico & Norte LATAM,AM-21,602088.4,7,5,86012.63,11,-4311.18,3.83,4,0,202011.15,6.0,13.0,0,Ativa,pos_2023
ACC-00562,2024Q2,Medio,Mexico & Norte LATAM,AM-21,786769.6,8,5,98346.2,27,-11978.68,7.42,5,1,291617.77,4.0,11.0,0,Ativa,pos_2023
ACC-00562,2024Q3,Medio,Mexico & Norte LATAM,AM-21,1037829.08,8,5,129728.64,22,-13541.25,8.96,5,1,231117.61,6.0,26.0,0,Ativa,pos_2023
ACC-00562,2024Q4,Medio,Mexico & Norte LATAM,AM-21,1299383.81,8,5,162422.98,15,-15715.83,11.73,0,0,513639.3,8.0,14.0,0,Ativa,pos_2023
ACC-00562,2025Q1,Medio,Mexico & Norte LATAM,AM-21,1569547.64,7,5,224221.09,16,-1250.02,8.45,5,1,1127161.13,6.0,16.0,0,Ativa,pos_2023
ACC-00562,2025Q2,Medio,Mexico & Norte LATAM,AM-21,1901175.57,8,5,237646.95,24,-2778.87,8.44,2,1,1220344.66,8.0,14.0,0,Ativa,pos_2023
ACC-00562,2025Q3,Medio,Mexico & Norte LATAM,AM-21,2246312.24,8,5,280789.03,23,-58557.55,6.99,1,0,621995.86,7.0,18.0,0,Ativa,pos_2023
ACC-00562,2025Q4,Medio,Mexico & Norte LATAM,AM-21,2606686.83,6,5,434447.8,21,-46462.46,9.84,3,1,748171.52,3.0,16.0,0,Ativa,pos_2023
ACC-00735,2022Q3,Medio,Andina & Caribe,AM-45,626184.77,4,3,156546.19,25,-2615.54,6.26,0,0,342987.0,,,0,Ativa,pre_2023
ACC-00735,2022Q4,Medio,Andina & Caribe,AM-45,709124.95,3,3,236374.98,23,-6789.49,7.4,0,0,355186.15,,,0,Ativa,pre_2023
ACC-00735,2023Q1,Medio,Andina & Caribe,AM-45,738270.91,5,5,147654.18,25,-14957.65,9.32,2,1,356190.8,,,0,Ativa,pos_2023
ACC-00735,2023Q2,Medio,Andina & Caribe,AM-45,799178.72,7,5,114168.39,24,-14806.23,7.5,3,1,609134.82,5.0,11.0,0,Ativa,pos_2023
ACC-00735,2023Q3,Medio,Andina & Caribe,AM-45,864981.25,8,4,108122.66,28,-389.9,11.6,3,2,507016.71,8.0,21.0,0,Ativa,pos_2023
ACC-00735,2023Q4,Medio,Andina & Caribe,AM-45,517994.18,6,3,86332.36,47,-1063.5,9.42,2,0,503873.27,6.0,15.0,0,Ativa,pos_2023
ACC-00735,2024Q1,Medio,Andina & Caribe,AM-45,338044.04,4,2,84511.01,30,-11308.53,10.74,2,1,195605.77,0.0,4.0,0,Ativa,pos_2023
ACC-00735,2024Q2,Medio,Andina & Caribe,AM-45,424774.79,5,2,84954.96,39,-4137.52,10.26,4,2,184477.97,4.0,4.0,0,Ativa,pos_2023
ACC-00735,2024Q3,Medio,Andina & Caribe,AM-45,527978.12,5,2,105595.62,19,-9166.69,3.74,0,0,408115.08,4.0,14.0,0,Ativa,pos_2023
ACC-00735,2024Q4,Medio,Andina & Caribe,AM-45,666411.79,4,2,166602.95,21,-4961.39,7.36,2,2,444614.95,1.0,7.0,0,Ativa,pos_2023
ACC-00735,2025Q1,Medio,Andina & Caribe,AM-45,793792.47,3,2,264597.49,22,-12910.12,5.18,2,1,353410.8,2.0,20.0,0,Ativa,pos_2023
ACC-00735,2025Q2,Medio,Andina & Caribe,AM-45,944939.58,4,3,236234.9,34,-3202.86,4.58,0,0,590454.2,4.0,11.0,0,Ativa,pos_2023
ACC-00735,2025Q3,Medio,Andina & Caribe,AM-45,1143058.92,4,3,285764.73,14,-582.02,4.95,0,0,640354.27,2.0,8.0,0,Ativa,pos_2023
ACC-00735,2025Q4,Medio,Andina & Caribe,AM-45,1373321.56,3,3,457773.85,25,-18415.96,5.09,0,0,809089.07,6.0,6.0,0,Ativa,pos_2023
ACC-00477,2022Q3,Medio,Brasil,AM-08,238271.02,6,3,39711.84,38,-1987.24,11.06,3,0,96438.12,,,0,Ativa,pre_2023
ACC-00477,2022Q4,Medio,Brasil,AM-08,254146.59,6,3,42357.76,23,-455.13,10.37,2,0,175359.82,,,0,Ativa,pre_2023
ACC-00477,2023Q1,Medio,Brasil,AM-08,278287.79,7,5,39755.4,24,-3598.2,8.75,2,1,199636.55,,,0,Ativa,pos_2023
ACC-00477,2023Q2,Medio,Brasil,AM-08,301523.45,6,5,50253.91,33,-6697.31,5.53,4,1,99784.71,,,0,Ativa,pos_2023
ACC-00477,2023Q3,Medio,Brasil,AM-08,269720.34,8,5,33715.04,39,-2526.91,8.0,4,1,87830.35,,,0,Ativa,pos_2023
ACC-00477,2023Q4,Medio,Brasil,AM-08,241305.24,5,5,48261.05,19,-3773.73,1.16,2,1,93597.9,,,0,Ativa,pos_2023
ACC-00477,2024Q1,Medio,Brasil,AM-08,287739.66,7,5,41105.67,25,-5596.44,5.24,4,0,162742.72,,,0,Ativa,pos_2023
ACC-00477,2024Q2,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,5.06,0,0,0.0,,,0,Encerrada,pos_2023
ACC-00477,2024Q3,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,12.25,0,0,0.0,,,0,Encerrada,pos_2023
ACC-00477,2024Q4,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,6.23,1,1,0.0,,,0,Encerrada,pos_2023
ACC-00477,2025Q1,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,2.76,0,0,0.0,,,0,Encerrada,pos_2023
ACC-00477,2025Q2,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,4.22,0,0,0.0,,,0,Encerrada,pos_2023
ACC-00477,2025Q3,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,8.17,0,0,0.0,,,0,Encerrada,pos_2023
ACC-00477,2025Q4,Medio,Brasil,AM-08,0.0,0,0,0.0,92,-0.0,8.74,0,0,0.0,,,0,Encerrada,pos_2023
ACC-00573,2022Q3,Medio,Cono Sur,AM-24,184303.43,8,3,23037.93,29,-2750.22,5.65,4,2,101287.77,,,0,Ativa,pre_2023
ACC-00573,2022Q4,Medio,Cono Sur,AM-24,179289.32,9,3,19921.04,37,-2997.8,5.15,3,0,125240.95,,,0,Ativa,pre_2023
ACC-00573,2023Q1,Medio,Cono Sur,AM-24,186665.86,6,4,31110.98,34,-2497.17,9.16,5,2,83871.09,,,0,Ativa,pos_2023
ACC-00573,2023Q2,Medio,Cono Sur,AM-24,162590.11,4,3,40647.53,34,-4452.49,8.73,0,0,128682.65,6.0,9.0,0,Ativa,pos_2023
ACC-00573,2023Q3,Medio,Cono Sur,AM-24,145671.34,4,2,36417.84,44,-655.78,8.06,1,1,76278.29,7.0,7.0,0,Ativa,pos_2023
ACC-00573,2023Q4,Medio,Cono Sur,AM-24,140126.54,3,2,46708.85,26,-2425.55,6.3,0,0,29614.01,2.0,15.0,0,Ativa,pos_2023
ACC-00573,2024Q1,Medio,Cono Sur,AM-24,163136.69,4,2,40784.17,59,-394.54,7.55,0,0,26360.76,1.0,13.0,0,Ativa,pos_2023
ACC-00573,2024Q2,Medio,Cono Sur,AM-24,189775.93,4,2,47443.98,47,-1113.71,4.59,0,0,49057.06,0.0,8.0,0,Ativa,pos_2023
ACC-00573,2024Q3,Medio,Cono Sur,AM-24,224043.12,5,2,44808.62,43,-1863.33,4.38,0,0,84245.61,1.0,10.0,0,Ativa,pos_2023
ACC-00573,2024Q4,Medio,Cono Sur,AM-24,261798.25,5,3,52359.65,45,-2470.99,13.34,1,0,159247.6,0.0,20.0,0,Ativa,pos_2023
ACC-00573,2025Q1,Medio,Cono Sur,AM-24,0.0,0,0,0.0,92,-0.0,5.97,0,0,0.0,0.0,0.0,0,Encerrada,pos_2023
ACC-00573,2025Q2,Medio,Cono Sur,AM-24,0.0,0,0,0.0,92,-0.0,7.73,0,0,0.0,0.0,0.0,0,Encerrada,pos_2023
ACC-00573,2025Q3,Medio,Cono Sur,AM-24,0.0,0,0,0.0,92,-0.0,0.0,1,1,0.0,0.0,0.0,0,Encerrada,pos_2023
ACC-00573,2025Q4,Medio,Cono Sur,AM-24,0.0,0,0,0.0,92,-0.0,13.63,0,0,0.0,0.0,1.0,0,Encerrada,pos_2023
ACC-00244,2022Q3,Medio,Mexico & Norte LATAM,AM-20,360137.19,5,3,72027.44,22,-4325.16,6.5,2,1,185844.27,,,0,Ativa,pre_2023
ACC-00244,2022Q4,Medio,Mexico & Norte LATAM,AM-20,369084.02,6,3,61514.0,23,-3290.64,5.02,1,1,119191.43,,,0,Ativa,pre_2023
ACC-00244,2023Q1,Medio,Mexico & Norte LATAM,AM-20,335420.52,9,5,37268.95,16,-129.37,7.77,2,0,101396.89,,,0,Ativa,pos_2023
ACC-00244,2023Q2,Medio,Mexico & Norte LATAM,AM-20,326530.89,7,5,46647.27,3,-2756.04,8.78,5,3,74903.87,,,0,Ativa,pos_2023
ACC-00244,2023Q3,Medio,Mexico & Norte LATAM,AM-20,317047.82,7,5,45292.55,6,-3011.83,9.65,4,3,132918.87,,,0,Ativa,pos_2023
ACC-00244,2023Q4,Medio,Mexico & Norte LATAM,AM-20,312276.32,5,5,62455.26,14,-3931.34,3.59,2,1,159908.25,,,0,Ativa,pos_2023
ACC-00244,2024Q1,Medio,Mexico & Norte LATAM,AM-20,383722.91,8,5,47965.36,24,-1497.6,3.17,2,1,133020.73,,,0,Ativa,pos_2023
ACC-00244,2024Q2,Medio,Mexico & Norte LATAM,AM-20,465245.07,6,5,77540.84,20,-5625.55,7.57,1,0,0.0,,,0,Ativa,pos_2023
ACC-00244,2024Q3,Medio,Mexico & Norte LATAM,AM-20,563163.6,7,5,80451.94,7,-2683.18,0.0,5,1,0.0,,,0,Ativa,pos_2023
ACC-00244,2024Q4,Medio,Mexico & Norte LATAM,AM-20,708328.51,8,5,88541.06,23,-5203.39,11.9,2,0,174950.94,,,0,Ativa,pos_2023
ACC-00244,2025Q1,Medio,Mexico & Norte LATAM,AM-20,802008.12,7,5,114572.59,23,-14849.97,10.08,1,0,275800.96,,,1,Ativa,pos_2023
ACC-00244,2025Q2,Medio,Mexico & Norte LATAM,AM-20,935176.11,4,5,233794.03,29,-10918.11,12.9,2,0,456706.46,,,0,Ativa,pos_2023
ACC-00244,2025Q3,Medio,Mexico & Norte LATAM,AM-20,1013430.07,9,5,112603.34,25,-2764.73,6.17,4,0,601897.06,,,0,Ativa,pos_2023
ACC-00244,2025Q4,Medio,Mexico & Norte LATAM,AM-20,1175117.65,6,5,195852.94,11,-11311.81,9.35,3,1,619242.05,,,0,Ativa,pos_2023
ACC-00737,2022Q3,Medio,Brasil,AM-19,440179.05,7,3,62882.72,30,-1331.5,4.68,2,0,175303.12,,,0,Ativa,pre_2023
ACC-00737,2022Q4,Medio,Brasil,AM-19,461484.81,6,3,76914.14,9,-13645.33,7.56,2,1,169398.89,,,0,Ativa,pre_2023
ACC-00737,2023Q1,Medio,Brasil,AM-19,447756.45,10,5,44775.65,6,-3678.21,10.2,1,0,137984.08,,,0,Ativa,pos_2023
ACC-00737,2023Q2,Medio,Brasil,AM-19,439123.21,6,5,73187.2,29,-6770.05,7.43,0,0,186797.73,1.0,25.0,0,Ativa,pos_2023
ACC-00737,2023Q3,Medio,Brasil,AM-19,434898.98,6,5,72483.16,35,-8294.65,9.01,1,0,260216.55,6.0,16.0,0,Ativa,pos_2023
